word,type,inflections,freq,french,sentence
its,function word,its,1403,Ceci,The dog wagged its tail excitedly.
ha,interjection,"ha, hah",1401,Ouf,"“Ha, I didn’t expect him to be here!”"
important,adjective,important,1401,Important,It is important to prioritize your mental well-being.
fall,verb,"fall, fallen, falling, falls, fell",1400,tomber,The leaves began to fall from the trees.
heart,noun,"heart, hearts",1396,Coeur,The musician poured his heart and soul into every note he played.
long,adjective,"long, longer, longest",1395,long,The road stretched out for a long distance.
fat,adjective,"fat, fatter, fattest",1393,"grassouillet, corpulent",The cat was a pleasantly fat lump on the sofa.
class,noun,"class, classes",1388,classe,The students excelled in their history class.
shoot,verb,"shoot, shooting, shoots, shot",1377,tirer,The photographer asked me to shoot the sunset.
picture,noun,"picture, pictures",1370,Image,The framed picture hung above the fireplace.
sell,verb,"sell, sells, selling, sold",1369,vendre,I plan to sell my old car this weekend.
side,noun,"side, sides",1366,Côté,I sat on the side of the road waiting for a ride.
wish,verb,"wish, wished, wishes, wishing",1365,Vouloir,I wish I could travel the world.
love,noun,"love, loves",1364,amour,Her love for the ocean was boundless.
mind,noun,"mind, minds",1360,Esprit,He had a brilliant mind for solving complex puzzles.
hair,noun,"hair, hairs",1359,cheveux,"Her long, flowing hair cascaded down her back."
cut,verb,"cut, cuts, cutting",1347,couper,Please cut out the unnecessary parts of the document.
wedding,noun,"wedding, weddings",1342,Mariage,The lavish wedding reception filled the ballroom with music and joy.
reason,noun,"reason, reasons",1339,Raison,His decision to quit his job was based on a sound reason.
become,verb,"become, became, becomes, becoming",1335,devenir,She hopes to become a successful artist.
least,function word,least,1335,Moins,I’m not sure which function I’ll perform with the fewest resources at my disposal.
look,noun,"look, looked, looking, looks",1332,Regard,Her intense look betrayed her hidden sadness.
bite,verb,"bite, bites, biting, bit, bitten",1331,mordre,The dog gave me a sharp bite on the leg.
fuck,verb,"fuck, fucked, fucking, fucks",1318,Putain,"He fucked up the presentation, completely failing to meet the deadline."
under,function word,under,1311,sous,The computer’s software runs under the operating system.
bed,noun,"bed, beds",1309,lit,I fell asleep in my warm bed.
paper,noun,"paper, papers",1308,papier,She crumpled the paper in frustration.
different,adjective,different,1307,différent,The two paintings were strikingly different in style.
catch,verb,"catch, catches, catching, caught",1290,attraper,I tried to catch the falling glass before it shattered.
mine,function word,mine,1289,mien,"That is mine, and I will take care of it."
six,numerals,six,1289,six,She counted six numerals on the dice.
set,verb,"set, sets, setting",1280,poser,Please set the table for dinner.
face,noun,"face, faces",1274,visage,The weathered face of the old building told a story of countless storms.
speak,verb,"speak, speaks, speaking, spoke, spoken",1268,parler,Please speak clearly so everyone can understand.
suck,verb,"suck, sucks, sucking, sucked",1260,avaler,"He tried to swallow the pill, but it really sucked."
sometimes,adverb,sometimes,1258,parfois,"Sometimes, the rain falls softly on the windows."
city,noun,"city, cities",1243,ville,The bustling city offered a vibrant mix of cultures and experiences.
special,adjective,special,1234,spécial,The concert was a truly special occasion for the band.
stick,verb,"stick, sticks, sticking, stuck",1225,coller,Please stick to the plan.
question,noun,"question, questions",1223,question,Her persistent questioning challenged the established narrative.
dude,noun,"dude, dudes",1215,mec,That dude was really messing around with my car.
realize,verb,"realize, realized, realizes, realizing",1212,réaliser,I didn’t realize how much effort it would take to finish the project.
birthday,noun,"birthday, birthdays",1209,anniversaire,My son’s birthday was filled with cake and presents.
point,noun,"point, points",1207,Point,Reaching the summit was the final point of the challenging hike.
enjoy,verb,"enjoy, enjoyed, enjoying, enjoys",1206,profiter,I really enjoy spending time with my family.
fact,noun,"fact, facts",1201,fait,The undeniable fact is that the Earth is round.
dance,verb,"dance, danced, dances, dancing",1195,danse,She danced gracefully across the ballroom floor.
soon,adverb,soon,1191,bientôt,I expect to hear back from you soon.
bar,noun,"bar, bars",1185,"Bar, Barre",He enjoyed a cold beer at the sports bar.
wonder,verb,"wonder, wondered, wondering, wonders",1182,S'étonner,I wonder why the stars shine so brightly.
joke,noun,"joke, jokes",1179,blague,He told a terrible joke that fell completely flat.
relationship,noun,"relationship, relationships",1179,relation,The strong relationship between siblings often provides lifelong support.
chance,noun,"chance, chances",1175,Chance,"Taking a calculated risk, she seized the chance to audition for the lead role."
black,adjective,"black, blacker, blackest",1170,Noir,The black cat silently stalked its prey.
almost,adverb,almost,1168,presque,I almost missed the train.
fight,verb,"fight, fights, fighting, fought",1156,combattre,The soldiers bravely fought to defend their homeland.
card,noun,"card, cards",1154,carte,He shuffled the deck of cards before dealing them out.
song,noun,"song, songs",1154,chanson,The radio played a beautiful song throughout the evening.
little,function word,little,1148,petit,The little bird chirped happily.
bye,interjection,"bye, bye",1147,Salut,"“Bye,” she said, waving as she left the party."
coffee,noun,"coffee, coffees",1147,Café,I needed a strong cup of coffee to get me through the morning.
awesome,adjective,awesome,1133,génial,The concert was absolutely awesome.
sick,adjective,"sick, sicker, sickest",1133,malade,"The sick puppy whimpered softly, curled up in a corner."
apartment,noun,"apartment, apartments",1132,appartement,We needed to find a suitable apartment for our family.
sorry,interjection,sorry,1127,Excusez-moi,"“Sorry, I didn’t hear you!”"
back,noun,"back, backs",1126,dos,He felt a sharp pain in his back.
figure,verb,"figure, figured, figures, figuring",1121,Représenter,The artist hoped to figure out the perfect composition for the painting.
pull,verb,"pull, pulled, pulling, pulls",1118,tirer,He tried to pull the stubborn door open.
box,noun,"box, boxes",1111,Boîte,She carefully placed the fragile ornaments in the cardboard box.
dream,noun,"dream, dreams",1110,Rêve,Last night’s dream was filled with strange landscapes and talking animals.
water,noun,"water, waters",1110,eau,The clear water flowed swiftly down the mountain.
decide,verb,"decide, decided, decides, deciding",1109,Décider,We need to decide whether to go to the beach or the mountains.
store,noun,"store, stores",1107,magasin,I needed to visit the convenience store for some milk.
bet,verb,"bet, bets, betting",1106,parier,I’ll bet you five dollars it’s going to rain tomorrow.
lunch,noun,"lunch, lunches",1105,Déjeuner,I packed a delicious sandwich for lunch.
face,verb,"face, faces, facing, faced",1103,faire face,She bravely faced her fears during the presentation.
anybody,function word,anybody,1101,personne,Anybody can benefit from learning a new language.
afraid,adjective,afraid,1096,effrayé,"The frightened child hid behind his mother, afraid of the loud noises."
buddy,noun,"buddy, buddies",1096,ami,Let’s go to the concert with my buddy.
cute,adjective,"cute, cuter, cutest",1090,Mignon,The tiny puppy was incredibly cute.
close,adjective,"close, closer, closest",1085,Près,The two friends were very close.
bathroom,noun,"bathroom, bathrooms",1082,Salle de bain,I went to the bathroom after dinner.
show,noun,"show, shows",1081,spectacle,The fireworks display was a stunning show.
mind,verb,"mind, minded, minding, minds",1076,Pensez,Please don’t mind the mess.
steal,verb,"steal, steals, stealing, stole, stolen",1073,voler,He attempted to steal the valuable painting from the museum.
full,adjective,"full, fuller, fullest",1070,plein,The glass was full of ice water.
company,noun,"company, companies",1061,société,The tech company’s innovative product launch generated significant buzz.
front,noun,"front, fronts",1061,Face,The artist meticulously painted the front of the building.
ahead,adverb,ahead,1059,Devant,"The hiker continued ahead, determined to reach the summit."
moment,noun,"moment, moments",1058,instant,That fleeting moment of joy vanished as quickly as it appeared.
case,noun,"case, cases",1056,Boîte,He carefully packed his belongings into a sturdy case.
date,verb,"date, dated, dates, dating",1050,dater,We need to date the ancient artifact to determine its origin.
though,function word,"though, tho",1050,quoique,"Though it was raining, we still went for a walk."
body,noun,"body, bodies",1043,corps,The doctor examined my body for any signs of illness.
Mrs,noun,"Mrs., Mmes.",1040,Madame,Mrs. Smith waved to the children as they walked by.
pants,noun,pants,1040,pantalon,He pulled on his favorite pair of pants before heading out the door.
bitch,noun,"bitch, bitches",1039,pute,The bitch was guarding the puppies.
promise,verb,"promise, promises, promising, promised",1039,promettre,He promised to call later.
glad,adjective,"glad, gladder, gladdest",1037,heureux,I was so glad to hear the good news.
kiss,verb,"kiss, kissed, kisses, kissing",1036,embrasser,She leaned in and gently kissed him.
either,function word,either,1023,soit,You can have tea either hot or iced.
fire,verb,"fire, fires, firing, fired",1021,brûler,The flames threatened to fire the dry brush.
grow,verb,"grow, grows, growing, grew, grown",1021,croître,The plant needs sunlight to grow.
build,verb,"build, builds, building, built",1019,construire,We need to build a strong foundation for our future success.
table,noun,"table, tables",1010,table,Please set the table before the guests arrive.
ticket,noun,"ticket, tickets",1006,billet,I need a ticket to the concert.
matter,verb,"matter, matters, mattering, mattered",1005,compter,Whether his apology truly matters is still up for debate.
