word,type,inflections,freq
mention,verb,"mention, mentions, mentioning, mentioned",500
step,verb,"step, steps, stepping, stepped",500
deal,verb,"deal, deals, dealing, dealt",499
hungry,adjective,"hungry, hungrier, hungriest",499
situation,noun,"situation, situations",499
lead,verb,"lead, leads, leading, leaded, led",497
twelve,numerals,"twelve, twelves",495
fantastic,adjective,fantastic,494
hole,noun,"hole, holes",494
plus,function word,plus,494
note,noun,"note, notes",492
test,noun,"test, tests",492
honest,adjective,"honest, honester, honestest",490
character,noun,"character, characters",489
holy,adjective,"holy, holier, holiest",489
manager,noun,"manager, managers",489
lesson,noun,"lesson, lessons",488
soul,noun,"soul, souls",488
nope,adverb,nope,487
dark,adjective,"dark, darker, darkest",486
difference,noun,"difference, differences",486
wine,noun,"wine, wines",485
road,noun,"road, roads",482
calm,verb,"calm, calms, calming, calmed",481
personal,adjective,personal,481
clown,noun,"clown, clowns",480
computer,noun,"computer, computers",480
horse,noun,"horse, horses",479
gosh,interjection,gosh,478
mayor,noun,"mayor, mayors",477
inside,adverb,inside,476
sexy,adjective,"sexy, sexier, sexiest",476
dirty,adjective,"dirty, dirtier, dirtiest",475
carry,verb,"carry, carries, carrying, carried",474
professor,noun,"professor, professors",474
usually,adverb,usually,474
bottle,noun,"bottle, bottles",473
cheese,noun,"cheese, cheeses",473
summer,noun,"summer, summers",473
remind,verb,"remind, reminds, reminding, reminded",472
afternoon,noun,"afternoon, afternoons",471
pee,verb,"pee, pees, peeing, peed",471
across,function word,across,470
angry,adjective,"angry, angrier, angriest",470
fella,noun,"fella, fellas",470
film,noun,"film, films",470
reach,verb,"reach, reaches, reaching, reached",470
shower,noun,"shower, showers",469
cup,noun,"cup, cups",468
lawyer,noun,"lawyer, lawyers",467
camera,noun,"camera, cameras",465
pain,noun,"pain, pains",465
hurry,verb,"hurry, hurries, hurrying, hurried",462
desk,noun,"desk, desks",461
monster,noun,"monster, monsters",461
certainly,adverb,certainly,460
cop,noun,"cop, cops",460
credit,noun,"credit, credits",459
prepare,verb,"prepare, prepares, preparing, prepared",459
anywhere,adverb,anywhere,458
breakfast,noun,"breakfast, breakfasts",458
bastard,noun,"bastard, bastards",457
damn,adjective,damn,456
church,noun,"church, churches",455
hire,verb,"hire, hires, hiring, hired",454
decision,noun,"decision, decisions",452
Miss,noun,"miss, misses",451
pig,noun,"pig, pigs",448
loser,noun,"loser, losers",446
robot,noun,"robot, robots",446
deep,adjective,"deep, deeper, deepest",445
park,noun,"park, parks",445
chocolate,noun,"chocolate, chocolates",445
service,noun,"service, services",443
Jew,proper noun,Jew,442
tape,noun,"tape, tapes",440
kitchen,noun,"kitchen, kitchens",439
half,numerals,"half, halves",438
rid,verb,"rid, rids, riddings, ridded",438
grandpa,noun,"grandpa, grandpas",437
hero,noun,"hero, heroes",437
shot,noun,"shot, shots",437
spot,noun,"spot, spots",437
folks,noun,folks,436
yell,verb,"yell, yells, yelling, yelled",434
awful,adjective,"awful, awfuller, awfullest",433
scene,noun,"scene, scenes",433
trick,noun,"trick, tricks",433
asshole,noun,"asshole, assholes",431
issue,noun,"issue, issues",430
lovely,adjective,"lovely, lovelier, loveliest",429
visit,verb,"visit, visits, visiting, visited",428
honor,noun,"honor, honors",428
clean,adjective,"clean, cleaner, cleanest",426
second,noun,"second, seconds",425
chick,noun,"chick, chicks",424
costume,noun,"costume, costumes",424
Friday,proper noun,"Friday, Fridays",424
hall,noun,"hall, halls",424
Ms,noun,"Ms, Mss, Mses",422
fake,adjective,fake,419
forgive,verb,"forgive, forgives, forgiving, forgave, forgiven",419
grade,noun,"grade, grades",419
fifteen,numerals,"fifteen, fifteens",418
ought,verb,ought,417
cheat,verb,"cheat, cheats, cheating, cheated",416
Chinese,proper noun,Chinese,416
crap,interjection,"crap, craps, crapping, crapped",414
create,verb,"create, creates, creating, created",413
comfortable,adjective,comfortable,412
hotel,noun,"hotel, hotels",411
magazine,noun,"magazine, magazines",411
settle,verb,"settle, settles, settling, settled",411
accident,noun,"accident, accidents",410
boob,noun,"boob, boobs",409
excellent,adjective,excellent,409
neighbor,noun,"neighbor, neighbors",409
train,noun,"train, trains",409
board,noun,"board, boards",408
pop,verb,"pop, pops, popping, popped",408
spirit,noun,"spirit, spirits",408
cow,noun,"cow, cows",406
building,noun,"building, buildings",404
ear,noun,"ear, ears",404
giant,adjective,"giant, giants",404
ugly,adjective,"ugly, uglier, ugliest",404
toy,noun,"toy, toys",403
cancel,verb,"cancel, cancels, canceling, canceled",402
Internet,proper noun,"Internet, Net",402
strange,adjective,"strange, stranger, strangest",402
aunt,noun,"aunt, aunts",401
island,noun,"island, islands",401
extra,adjective,extra,400
fit,verb,"fit, fits, fitting, fitted",400
rock,noun,"rock, rocks",400
step,noun,"step, steps",400
action,noun,"action, actions",399
bill,noun,"bill, bills",397
field,noun,"field, fields",397
kiss,noun,"kiss, kisses",397
fresh,adjective,"fresh, fresher, freshest",395
level,noun,"level, levels",395
cost,verb,"cost, costs, costing, costed",394
size,noun,"size, sizes",394
cell,noun,"cell, cells",393
serve,verb,"serve, serves, serving, served",393
shake,verb,"shake, shakes, shaking, shook, shaken",393
neck,noun,"neck, necks",392
bowl,noun,"bowl, bowls",392
control,noun,"control, controls",391
loud,adjective,"loud, louder, loudest",390
bedroom,noun,"bedroom, bedrooms",389
check,noun,"check, checks",389
heaven,noun,"heaven, heavens",389
right,noun,"right, rights",389
commercial,noun,"commercial, commercials",388
draw,verb,"draw, draws, drawing, drew, drawn",388
guest,noun,"guest, guests",388
insane,adjective,"insane, insaner, insanest",388
fail,verb,"fail, fails, failing, failed",388
cook,verb,"cook, cooks, cooking, cooked",387
pleasure,noun,"pleasure, pleasures",387
truck,noun,"truck, trucks",387
science,noun,"science, sciences",386
careful,adjective,careful,385
nervous,adjective,nervous,385
although,function word,"although, altho",384
gas,noun,"gas, gases, gasses",384
partner,noun,"partner, partners",383
ew,interjection,"ew, eww",383
scream,verb,"scream, screams, screaming, screamed",382
pool,noun,"pool, pools",381
appear,verb,"appear, appears, appearing, appeared",380
clearly,adverb,clearly,380
silly,adjective,"silly, sillier, silliest",380
feed,verb,"feed, feeds, feeding, fed",379
charge,noun,"charge, charges",377
neither,function word,neither,377
wash,verb,"wash, washes, washing, washed",377
stink,verb,"stink, stinks, stinking, stank, stunk",377
magic,adjective,magic,376
plane,noun,"plane, planes",376
tiny,adjective,"tiny, tinier, tiniest",376
prison,noun,"prison, prisons",375
cause,verb,"cause, causes, causing, caused",374
photo,noun,"photo, photos, photograph, photographs",374
public,adjective,public,373
button,noun,"button, buttons",372
flower,noun,"flower, flowers",372
memory,noun,"memory, memories",372
own,verb,"own, owns, owning, owned",372
fast,adjective,"fast, faster, fastest",371
base,verb,"base, bases, basing, based",370
involve,verb,"involve, involves, involving, involved",370
madam,noun,"madam, madams, mesdames, ma'am",370
blame,verb,"blame, blames, blaming, blamed",369
tea,noun,"tea, teas",369
whoo,interjection,whoo,369
bike,noun,"bike, bikes",368
freeze,verb,"freeze, freezes, freezing, froze, frozen",368
sexual,adjective,sexual,368
code,noun,"code, codes",367
celebrate,verb,"celebrate, celebrates, celebrating, celebrated",366
couch,noun,"couch, couches",366
inside,function word,inside,366
price,noun,"price, prices",366
assume,verb,"assume, assumes, assuming, assumed",365
delicious,adjective,delicious,365
forty,numerals,"forty, forties",365
player,noun,"player, players",365
soup,noun,"soup, soups",365
waste,verb,"waste, wastes, wasting, wasted",365
coat,noun,"coat, coats",364
doll,noun,"doll, dolls",364
security,noun,"security, securities",364
warm,adjective,"warm, warmer, warmest",364
football,noun,"football, footballs",363
model,noun,"model, models",363
whose,function word,whose,363
besides,function word,besides,361
middle,noun,"middle, middles",361
shop,verb,"shop, shops, shopping, shopped",361
garbage,noun,garbage,360
client,noun,"client, clients",359
ground,noun,ground,359
lame,adjective,"lame, lamer, lamest",359
project,noun,"project, projects",359
dare,verb,"dare, dares, daring, dared",358
shop,noun,"shop, shops",358
episode,noun,"episode, episodes",357
glass,noun,"glass, glasses",357
green,adjective,"green, greener, greenest",357
lock,verb,"lock, locks, locking, locked",357
award,noun,"award, awards",356
straight,adjective,"straight, straighter, straightest",356
unbelievable,adjective,unbelievable,356
court,noun,"court, courts",355
experience,noun,"experience, experiences",355
final,adjective,final,355
large,adjective,"large, larger, largest",355
salad,noun,"salad, salads",355
belong,verb,"belong, belongs, belonging, belonged",354
fuck,noun,"fuck, fucks",354
station,noun,"station, stations",354
area,noun,"area, areas",353
vote,verb,"vote, votes, voting, voted",353
crime,noun,"crime, crimes",352
meat,noun,"meat, meats",352
romantic,adjective,romantic,352
treat,verb,"treat, treats, treating, treated",352
forward,adverb,forward,351
glasses,noun,glasses,351
lie,noun,"lie, lies",351
taste,verb,"taste, tastes, tasting, tasted",351
weight,noun,"weight, weights",351
mail,noun,"mail, mails",350
cab,noun,"cab, cabs",348
two hundred,numerals,two hundred,348
boring,adjective,boring,348
information,noun,information,347
total,adjective,total,347
channel,noun,"channel, channels",346
page,noun,"page, pages",346
suddenly,adverb,suddenly,346
sake,noun,"sake, sakes",345
Thanksgiving,proper noun,"Thanksgiving, thanksgiving, thanksgivings",345
private,adjective,private,344
French,proper noun,French,343
winner,noun,"winner, winners",343
past,noun,"past, pasts",342
pen,noun,"pen, pens",342
twice,adverb,twice,341
cousin,noun,"cousin, cousins",340
jealous,adjective,jealous,340
mess,verb,"mess, messes, messing, messed",340
planet,noun,"planet, planets",340
scary,adjective,"scary, scarier, scariest",340
universe,noun,"universe, universes",340
upstairs,adverb,upstairs,340
genius,noun,"genius, geniuses, genii",339
dangerous,adjective,dangerous,338
nuts,adjective,nuts,337
ourselves,function word,ourselves,337
race,noun,"race, races",336
suggest,verb,"suggest, suggests, suggesting, suggested",336
turn,noun,"turn, turns",336
sea,noun,"sea, seas",335
officer,noun,"officer, officers",334
meal,noun,"meal, meals",333
popular,adjective,popular,333
report,noun,"report, reports",333
welcome,interjection,welcome,333
flight,noun,"flight, flights",332
change,noun,"change, changes",331
driver,noun,"driver, drivers",331
wheel,noun,"wheel, wheels",331
dump,verb,"dump, dumps, dumping, dumped",329
five hundred,numerals,five hundred,329
member,noun,"member, members",329
yo,interjection,yo,329
add,verb,"add, adds, adding, added",328
confuse,verb,"confuse, confuses, confusing, confused",328
form,noun,"form, forms",328
government,noun,"government, governments",328
Sunday,proper noun,"Sunday, Sundays",328
order,noun,"order, orders",327
continue,verb,"continue, continues, continuing, continued",326
event,noun,"event, events",326
quiet,adjective,"quiet, quieter, quietest",326
low,adjective,"low, lower, lowest",326
color,noun,"color, colors",325
Jewish,proper noun,Jewish,325
nah,interjection,nah,323
breast,noun,"breast, breasts",323
bank,noun,"bank, banks",322
parking,noun,"parking, parkings",322
ride,noun,"ride, rides",322
wild,adjective,"wild, wilder, wildest",322
turkey,noun,"turkey, turkeys",321
blah,interjection,blah,319
thought,noun,"thought, thoughts",319
famous,adjective,famous,318
gold,noun,"gold, golds",318
pound,noun,"pound, pounds",318
skin,noun,"skin, skins",318
one hundred,numerals,one hundred,317
rat,noun,"rat, rats",317
switch,verb,"switch, switches, switching, switched",317
tie,noun,"tie, ties",317
career,noun,"career, careers",316
juice,noun,"juice, juices",316
like,function word,like,316
protect,verb,"protect, protects, protecting, protected",316
shame,noun,"shame, shames",316
bottom,noun,"bottom, bottoms",315
respect,verb,"respect, respects, respecting, respected",315
underwear,noun,"underwear, underwears",315
Indian,proper noun,Indian,315
closet,noun,"closet, closets",312
meeting,noun,"meeting, meetings",312
sun,noun,"sun, suns",312
afford,verb,"afford, affords, affording, afforded",311
bald,adjective,"bald, balder, baldest",311
engage,verb,"engage, engages, engaging, engaged",311
plant,noun,"plant, plants",311
towel,noun,"towel, towels",311
mall,noun,"mall, malls",310
regular,adjective,regular,310
bone,noun,"bone, bones",310
dig,verb,"dig, digs, digging, dug",308
fear,noun,"fear, fears",308
cancer,noun,"cancer, cancers",306
discuss,verb,"discuss, discusses, discussing, discussed",306
fancy,adjective,"fancy, fancier, fanciest",306
control,verb,"control, controls, controlling, controlled",305
advice,noun,advice,305
center,noun,"center, centers",305
apple,noun,"apple, apples",304
everywhere,adverb,everywhere,304
holiday,noun,"holiday, holidays",304
cash,noun,cash,303
common,adjective,"common, commoner, commonest",303
crush,noun,"crush, crushes",303
mess,noun,"mess, messes",303
peace,noun,peace,303
warn,verb,"warn, warns, warning, warned",303
welcome,verb,"welcome, welcomes, welcoming, welcomed",303
adult,noun,"adult, adults",302
noise,noun,"noise, noises",302
rock,verb,"rock, rocks, rocking, rocked",302
super,adverb,super,302
bread,noun,"bread, breads",301
fucking,adverb,fucking,301
porn,noun,"porn, porns",301
three hundred,numerals,three hundred,301
type,noun,"type, types",301
borrow,verb,"borrow, borrows, borrowing, borrowed",300
department,noun,"department, departments",300
plate,noun,"plate, plates",300
breathe,verb,"breathe, breathes, breathing, breathed",299
classic,adjective,classic,299
farm,noun,"farm, farms",299
disgusting,adjective,disgusting,298
tall,adjective,"tall, taller, tallest",298
taste,noun,"taste, tastes",298
replace,verb,"replace, replaces, replacing, replaced",297
somehow,adverb,somehow,297
theater,noun,"theater, theaters",297
discover,verb,"discover, discovers, discovering, discovered",296
incredible,adjective,incredible,296
plenty,noun,"plenty, plenties",295
baseball,noun,"baseball, baseballs",294
comedy,noun,"comedy, comedies",294
enter,verb,"enter, enters, entering, entered",294
introduce,verb,"introduce, introduces, introducing, introduced",294
whenever,function word,whenever,294
butter,noun,butter,293
possibly,adverb,possibly,293
sweetheart,noun,"sweetheart, sweethearts",293
jail,noun,"jail, jails",292
season,noun,"season, seasons",292
